"State Name","County Name","Estimates: Total","county","Rent_At_Level","Gap","Total","At_This_Level","Above_This_Level","Vacant","Substandard","Substandard_Vacant"
Louisiana,Plaquemines Parish,23690,22075,Low (51-80%),-465.2239228,313.5863298,666.66327707,210.63434322,142.60205472,13.925359052,16.529720096
Louisiana,Plaquemines Parish,23690,22075,Middle (81-120%),-170.5059231,174.43903973,321.93091519,100.98542824,40.606772198,3.8799664535,13.712758151
Louisiana,Plaquemines Parish,23690,22075,High (over 120%),246.19184401,290.46598176,40.447321522,0,3.8268162281,0,0
Louisiana,Pointe Coupee Parish,22691,22077,Extremely low (0-30% AMI),241.86899563,509.90742358,297.37991266,486.91004367,,29.341484716,
Louisiana,Pointe Coupee Parish,22691,22077,Very low (31-50%),71.76768559,324.34235808,238.69694323,173.47161572,13.877729258,0,0
Louisiana,Pointe Coupee Parish,22691,22077,Low (51-80%),-113.2026201,187.34934498,186.95283843,39.650655022,128.269869,0,14.670742358
Louisiana,Pointe Coupee Parish,22691,22077,Middle (81-120%),157.61135371,157.61135371,0,45.79650655,,0,
Louisiana,Pointe Coupee Parish,22691,22077,High (over 120%),276.76157205,289.64803493,,,12.886462882,,0
Louisiana,Rapides Parish,132432,22079,Extremely low (0-30% AMI),2543,4903,2137,1240,223,0,0
Louisiana,Rapides Parish,132432,22079,Very low (31-50%),355,3488,2559,1830,636,62,0
Louisiana,Rapides Parish,132432,22079,Low (51-80%),-3297,3136,4354,1725,2079,0,0
Louisiana,Rapides Parish,132432,22079,Middle (81-120%),1042,1698,656,485,,0,
Louisiana,Rapides Parish,132432,22079,High (over 120%),1761,1761,,,,,
,,,22081,Extremely low (0-30% AMI),108.35719377,204.00183281,94.419611038,96.08380002,16.595662356,15.370634355,0
,,,22081,Very low (31-50%),11.949801446,91.16057428,72.923836677,46.296812952,8.136035027,0,1.8490988698
,,,22081,Low (51-80%),-38.04520925,88.063333673,115.19885959,70.77425924,19.692902963,2.0340087567,6.7492108747
,,,22081,Middle (81-120%),32.937073618,58.685775379,28.453008859,14.908359638,,2.704307097,
,,,22081,High (over 120%),97.14703187,102.62498727,5.4779554017,0,,0,
Louisiana,Richland Parish,20887,22083,Extremely low (0-30% AMI),325.98622417,584.20162805,237.84126487,305.71931747,26.271916093,5.897777082,0
Louisiana,Richland Parish,20887,22083,Very low (31-50%),-103.1574828,472.89448967,494.23371947,313.86897307,87.072636193,5.2543832185,0
Louisiana,Richland Parish,20887,22083,Low (51-80%),17.157169693,349.04117095,319.65951785,170.17767689,19.301815905,0,7.0773324984
Louisiana,Richland Parish,20887,22083,Middle (81-120%),226.79633688,278.80400751,52.007670632,9.3292110207,,0,
Louisiana,Richland Parish,20887,22083,High (over 120%),217.8960551,223.25767063,5.3616155291,0,,0,
Louisiana,Sabine Parish,24330,22085,Extremely low (0-30% AMI),326.98095917,615.60024437,284.92261481,289.94450667,50.079421647,46.382751247,0
Louisiana,Sabine Parish,24330,22085,Very low (31-50%),36.059973526,275.08807657,220.05651156,139.70624173,24.551471337,0,5.5798798493
Louisiana,Sabine Parish,24330,22085,Low (51-80%),-114.8060279,265.74177782,347.62651461,213.56990123,59.425720395,6.1378678342,20.36656145
Louisiana,Sabine Parish,24330,22085,Middle (81-120%),99.391609816,177.09143672,85.860401181,44.987781285,,8.1605742796,
Louisiana,Sabine Parish,24330,22085,High (over 120%),293.15293758,309.68333164,16.530394054,0,,0,
Louisiana,St. Bernard Parish,41524,22087,Extremely low (0-30% AMI),1146.6178321,1397.8663906,241.17491351,285.97300556,28.680259985,18.606614949,0
Louisiana,St. Bernard Parish,41524,22087,Very low (31-50%),466.23199497,805.53606248,300.07610861,122.6614425,55.819844847,16.591885942,0
Louisiana,St. Bernard Parish,41524,22087,Low (51-80%),-1037.348412,699.22947898,1486.5144669,469.66888563,317.97164273,31.050529406,36.857689485
Louisiana,St. Bernard Parish,41524,22087,Middle (81-120%),-380.191215,388.96121187,717.83609393,225.17559493,90.544291854,8.651483384,30.576475522
Louisiana,St. Bernard Parish,41524,22087,High (over 120%),548.95439774,647.67611909,90.188751441,0,8.532969913,0,0
Louisiana,St. Charles Parish,52520,22089,Extremely low (0-30% AMI),476.12121212,971.63636364,495.51515152,380.60606061,,0,
Louisiana,St. Charles Parish,52520,22089,Very low (31-50%),227.39393939,648.72727273,330.66666667,403.39393939,90.666666667,0,0
Louisiana,St. Charles Parish,52520,22089,Low (51-80%),-602.1818182,890.66666667,1231.5151515,287.51515152,343.75757576,0,82.424242424
Louisiana,St. Charles Parish,52520,22089,Middle (81-120%),364.12121212,445.09090909,80.96969697,88.242424242,,0,
Louisiana,St. Charles Parish,52520,22089,High (over 120%),342.3030303,342.3030303,,,,,
,,,22091,Extremely low (0-30% AMI),94.296943231,198.79650655,115.93886463,189.83056769,,11.43930131,
,,,22091,Very low (31-50%),27.979912664,126.45065502,93.060262009,67.631004367,5.4104803493,0,0
,,,22091,Low (51-80%),-44.13406114,73.041484716,72.886899563,15.458515284,50.008296943,0,5.719650655
,,,22091,Middle (81-120%),61.447598253,61.447598253,0,17.854585153,,0,
,,,22091,High (over 120%),107.90043668,112.92445415,,,5.0240174672,,0
Louisiana,St. James Parish,21773,22093,Extremely low (0-30% AMI),110.79383117,226.10064935,115.30681818,88.56737013,,0,
Louisiana,St. James Parish,21773,22093,Very low (31-50%),52.914772727,150.95941558,76.946428571,93.87012987,21.098214286,0,0
Louisiana,St. James Parish,21773,22093,Low (51-80%),-140.1282468,207.25892857,286.57467532,66.905032468,79.992694805,0,19.180194805
Louisiana,St. James Parish,21773,22093,Middle (81-120%),84.731331169,103.57305195,18.841720779,20.534090909,,0,
Louisiana,St. James Parish,21773,22093,High (over 120%),79.654220779,79.654220779,,,,,
Louisiana,St. John the Baptist Parish,44559,22095,Extremely low (0-30% AMI),395.08495671,806.26298701,411.1780303,315.82656926,,0,
Louisiana,St. John the Baptist Parish,44559,22095,Very low (31-50%),188.69128788,538.31331169,274.38690476,334.73593074,75.235119048,0,0
Louisiana,St. John the Baptist Parish,44559,22095,Low (51-80%),-499.6899351,739.07440476,1021.9101732,238.57981602,285.24972944,0,68.395562771
Louisiana,St. John the Baptist Parish,44559,22095,Middle (81-120%),302.14745671,369.33603896,67.188582251,73.223484848,,0,
Louisiana,St. John the Baptist Parish,44559,22095,High (over 120%),284.04274892,284.04274892,,,,,
Louisiana,St. Landry Parish,83447,22097,Extremely low (0-30% AMI),1687.362619,2959.76616,1184.3193586,1788.5217972,88.084182395,0,0
Louisiana,St. Landry Parish,83447,22097,Very low (31-50%),304.16569233,1816.7362619,1626.1165859,727.38266244,110.10522799,113.54601637,110.10522799
Louisiana,St. Landry Parish,83447,22097,Low (51-80%),68.127609821,1921.3362285,1885.5520294,1478.8508435,292.46701186,166.53415734,158.27626524
Louisiana,St. Landry Parish,83447,22097,Middle (81-120%),672.33004844,710.17872056,78.449974946,162.40521129,,40.601302823,
Louisiana,St. Landry Parish,83447,22097,High (over 120%),1523.5810924,1523.5810924,,,,,
Louisiana,St. Martin Parish,52834,22099,Extremely low (0-30% AMI),290.23158222,773.95088592,492.57382655,659.82592477,25.57973267,34.434255518,0
Louisiana,St. Martin Parish,52834,22099,Very low (31-50%),345.32639105,582.10289089,198.07895555,298.75815978,60.013988188,0,21.316443892
Louisiana,St. Martin Parish,52834,22099,Low (51-80%),-174.7948399,364.6751632,566.36151694,492.57382655,,26.891513833,
Louisiana,St. Martin Parish,52834,22099,Middle (81-120%),493.88560771,582.10289089,38.697544296,22.300279764,49.519738887,0,0
Louisiana,St. Martin Parish,52834,22099,High (over 120%),466.33820329,466.33820329,,,,,
Louisiana,St. Mary Parish,53754,22101,Extremely low (0-30% AMI),594.76841778,1586.0491141,1009.4261735,1352.1740752,52.42026733,70.565744482,0
Louisiana,St. Mary Parish,53754,22101,Very low (31-50%),707.67360895,1192.8971091,405.92104445,612.24184022,122.98601181,0,43.683556108
Louisiana,St. Mary Parish,53754,22101,Low (51-80%),-358.2051601,747.3248368,1160.6384831,1009.4261735,,55.108486167,
Louisiana,St. Mary Parish,53754,22101,Middle (81-120%),1012.1143923,1192.8971091,79.302455704,45.699720236,101.48026111,0,0
Louisiana,St. Mary Parish,53754,22101,High (over 120%),955.66179671,955.66179671,,,,,
Louisiana,St. Tammany Parish,239452,22103,Extremely low (0-30% AMI),2618.8084182,4044.3305495,1425.5221313,2741.2553867,,0,
Louisiana,St. Tammany Parish,239452,22103,Very low (31-50%),3241.8563554,6296.1219309,2758.2655754,1192.169868,296,0,0
Louisiana,St. Tammany Parish,239452,22103,Low (51-80%),-1824.065141,3445.6736262,5135.6671121,2298.8931017,209.79088024,42.374979121,33.344245866
Louisiana,St. Tammany Parish,239452,22103,Middle (81-120%),633.26423918,4708.2328378,3219.5363287,514.97728412,855.43226992,0,0
Louisiana,St. Tammany Parish,239452,22103,High (over 120%),1041.3499248,3033.3165191,2241.3886755,0,,249.42208118,
Louisiana,Tangipahoa Parish,123918,22105,Extremely low (0-30% AMI),3285,4306,836,1343,185,0,0
Louisiana,Tangipahoa Parish,123918,22105,Very low (31-50%),1153,1776,497,1261,126,0,0
Louisiana,Tangipahoa Parish,123918,22105,Low (51-80%),-2747,3536,5138,2362,1145,0,0
Louisiana,Tangipahoa Parish,123918,22105,Middle (81-120%),415,1877,1462,591,,0,
Louisiana,Tangipahoa Parish,123918,22105,High (over 120%),1995,2110,115,0,,0,
,,,22107,Extremely low (0-30% AMI),98.985597996,177.39261115,72.220413275,92.831559173,7.9774577332,1.7908578585,0
,,,22107,Very low (31-50%),-31.323732,143.5942392,150.07388854,95.306199123,26.439574202,1.5954915466,0
,,,22107,Low (51-80%),5.2097683156,105.98622417,97.06449593,51.67438948,5.860989355,0,2.1490294302
,,,22107,Middle (81-120%),68.866624922,84.658735128,15.792110207,2.8328115216,,0,
,,,22107,High (over 120%),66.164057608,67.792110207,1.6280525986,0,,0,
Louisiana,Terrebonne Parish,112031,22109,Extremely low (0-30% AMI),1563,2204,641,1726,,0,
Louisiana,Terrebonne Parish,112031,22109,Very low (31-50%),1689,2771,1082,786,,0,
Louisiana,Terrebonne Parish,112031,22109,Low (51-80%),-660,3845,4566,2330,249,310,0
Louisiana,Terrebonne Parish,112031,22109,Middle (81-120%),1422,3217,1795,785,,0,
Louisiana,Terrebonne Parish,112031,22109,High (over 120%),1674,1674,,,,,
Louisiana,Union Parish,22501,22111,Extremely low (0-30% AMI),286.96305573,514.2680025,209.36975579,269.12226049,23.126956794,5.1917658109,0
Louisiana,Union Parish,22501,22111,Very low (31-50%),-90.80870382,416.28522229,435.06997495,276.29633688,76.649342517,4.6253913588,0
Louisiana,Union Parish,22501,22111,Low (51-80%),15.103318723,307.25814026,281.39370695,149.80604258,16.991233563,0,6.2301189731
Louisiana,Union Parish,22501,22111,Middle (81-120%),199.64699436,245.42892924,45.781934878,8.2124295554,,0,
Louisiana,Union Parish,22501,22111,High (over 120%),191.81214778,196.53193488,4.7197871008,0,,0,
Louisiana,Vermilion Parish,58730,22113,Extremely low (0-30% AMI),476.97098621,1059.5686243,582.59763813,908.2270944,,0,
Louisiana,Vermilion Parish,58730,22113,Very low (31-50%),634.39422665,866.63274562,259.09383831,738.21294481,352.21521799,27.093761366,351.97677597
Louisiana,Vermilion Parish,58730,22113,Low (51-80%),-326.4700289,841.27635049,1010.0000675,360.61798732,157.74631185,0,0
Louisiana,Vermilion Parish,58730,22113,Middle (81-120%),451.69022265,632.08779481,180.39757216,120.92596822,,0,
Louisiana,Vermilion Parish,58730,22113,High (over 120%),760.50759563,830.71334844,70.205752808,0,,0,
Louisiana,Vernon Parish,52968,22115,Extremely low (0-30% AMI),872.85050275,1390.8357048,418.4775185,1145.0199203,99.507683552,0,0
Louisiana,Vernon Parish,52968,22115,Very low (31-50%),210.82906469,1143.6568014,784.24777082,921.01403908,237.18269778,0,88.602731929
Louisiana,Vernon Parish,52968,22115,Low (51-80%),-318.515462,1156.8336179,1308.1398217,1462.1722633,167.20925821,0,0
Louisiana,Vernon Parish,52968,22115,Middle (81-120%),533.43388351,1511.6989186,449.37488143,393.03263138,625.67159932,46.346044394,50.435401252
Louisiana,Vernon Parish,52968,22115,High (over 120%),1652.5545437,1709.8055397,31.351735913,0,25.899260102,0,0
Louisiana,Washington Parish,46764,22117,Extremely low (0-30% AMI),899.19158176,1264.6694505,365.47786872,678.74461333,,0,
Louisiana,Washington Parish,46764,22117,Very low (31-50%),180.14364456,909.87806915,729.73442459,190.83013195,,0,
Louisiana,Washington Parish,46764,22117,Low (51-80%),-385.9348589,494.32637381,821.33288792,304.10689828,92.209119759,18.625020879,14.655754134
Louisiana,Washington Parish,46764,22117,Middle (81-120%),93.735760815,685.76716218,496.46367129,156.02271588,95.567730082,0,0
Louisiana,Washington Parish,46764,22117,High (over 120%),432.65007516,984.68348088,596.61132454,0,,44.577918824,
Louisiana,Webster Parish,40950,22119,Extremely low (0-30% AMI),886.03857469,1133.4774409,225.21381832,556.12008646,100.25966035,0,78.034612487
Louisiana,Webster Parish,40950,22119,Very low (31-50%),495.61856728,1063.0981226,525.99279936,352.1435361,82.726567035,0,41.239811029
Louisiana,Webster Parish,40950,22119,Low (51-80%),-705.0279071,786.02585932,1385.1143716,620.81967023,239.28968196,133.35028716,0
Louisiana,Webster Parish,40950,22119,Middle (81-120%),198.04987093,837.63735935,639.58748842,366.21939974,,0,
Louisiana,Webster Parish,40950,22119,High (over 120%),832.20456988,999.1393738,148.16698573,0,95.567705799,0,76.799887606
Louisiana,West Baton Rouge Parish,24253,22121,Extremely low (0-30% AMI),494.73666082,583.50077639,75.079647755,116.50290169,13.684467817,0,0
Louisiana,West Baton Rouge Parish,24253,22121,Very low (31-50%),137.58437914,302.53769391,113.91394832,51.655783923,71.627709927,0,20.588343473
Louisiana,West Baton Rouge Parish,24253,22121,Low (51-80%),-350.988107,320.41380052,638.48521465,363.80959035,32.916692858,0,0
Louisiana,West Baton Rouge Parish,24253,22121,Middle (81-120%),-123.0369269,292.79829789,383.04181539,137.46109564,32.793409364,0,0
Louisiana,West Baton Rouge Parish,24253,22121,High (over 120%),380.69942901,490.05188806,109.35245905,0,,0,
,,,22123,Extremely low (0-30% AMI),179.41139637,321.5241077,130.89949906,168.257201,14.459142142,3.2459298685,0
,,,22123,Very low (31-50%),-56.77426425,260.26455855,272.00892298,172.74248591,47.92172824,2.8918284283,0
,,,22123,Low (51-80%),9.442705072,192.10003131,175.92939887,93.659830933,10.623043206,0,3.8951158422
,,,22123,Middle (81-120%),124.82075767,153.44395742,28.62319975,5.1344708829,,0,
,,,22123,High (over 120%),119.92235441,122.87319975,2.950845335,0,,0,
,,,22125,Extremely low (0-30% AMI),136.91703057,288.64803493,168.34061135,275.62969432,,16.609606987,
,,,22125,Very low (31-50%),40.626200873,183.60349345,135.12139738,98.198689956,7.8558951965,0,0
,,,22125,Low (51-80%),-64.08165939,106.05458515,105.830131,22.445414847,72.610917031,0,8.3048034934
,,,22125,Middle (81-120%),89.220524017,89.220524017,0,25.924454148,,0,
,,,22125,High (over 120%),156.66899563,163.96375546,,,7.2947598253,,0
,,,22127,Extremely low (0-30% AMI),258.46279832,468.05007019,209.58727188,399.17360786,36.762283575,0,36.762283575
,,,22127,Very low (31-50%),110.70940571,421.99157698,300.57744502,217.75666823,33.381843706,0,22.677117454
,,,22127,Low (51-80%),-58.17173608,338.0439869,340.72016846,158.45811886,120.56902199,19.155825924,45.917641554
,,,22127,Middle (81-120%),130.28778662,156.90875058,26.620963968,82.961628451,,0,
,,,22127,High (over 120%),350.86148807,385.65184839,34.790360318,0,,0,
Maine,Androscoggin County,107556,23001,Extremely low (0-30% AMI),2784,4835,2051,1512,,0,
Maine,Androscoggin County,107556,23001,Very low (31-50%),2886,5317,2604,1075,,173,
Maine,Androscoggin County,107556,23001,Low (51-80%),-4128,2106,5494,3516,740,0,0
Maine,Androscoggin County,107556,23001,Middle (81-120%),1452,2546,711,65,383,0,0
Maine,Androscoggin County,107556,23001,High (over 120%),2343,2343,119,0,,119,
Maine,Aroostook County,70728,23003,Extremely low (0-30% AMI),1228.5576375,3675.8262729,2566.9431772,1346.7173116,143.15498982,262.82953157,0
Maine,Aroostook County,70728,23003,Very low (31-50%),290.09714868,1903.4311609,1740.5828921,1252.0380855,155.27393075,240.10651731,42.416293279
Maine,Aroostook County,70728,23003,Low (51-80%),-50.74806517,2063.2496945,1782.2417515,940.73279022,373.41486762,41.65885947,0
Maine,Aroostook County,70728,23003,Middle (81-120%),650.63564155,1014.9613035,156.03136456,71.198778004,208.29429735,0,0
Maine,Aroostook County,70728,23003,High (over 120%),1199.0177189,1199.0177189,,,,,
Maine,Cumberland County,283955,23005,Extremely low (0-30% AMI),7546.0487892,11554.20193,4233.428943,3124.6267563,214.36753593,439.64333859,0
Maine,Cumberland County,283955,23005,Very low (31-50%),2549.8409893,7388.8272079,4070.2759838,2474.590252,768.71023479,0,0
Maine,Cumberland County,283955,23005,Low (51-80%),-6493.465638,6889.1696581,11735.978281,8529.8841477,1943.0125983,38.355582524,258
Maine,Cumberland County,283955,23005,Middle (81-120%),5306.9745382,7489.2504094,2572.2758712,1403.3221489,,390,
Maine,Cumberland County,283955,23005,High (over 120%),5495.3485414,6645.3653819,1822.4322035,0,196,672.41536291,196
Maine,Franklin County,30605,23007,Extremely low (0-30% AMI),346.86466817,740.89759141,329.51031017,281.00710449,64.522613065,0,0
Maine,Franklin County,30605,23007,Very low (31-50%),20.691734535,636.77144342,405.60249523,269.43753249,210.47721365,0,0
Maine,Franklin County,30605,23007,Low (51-80%),-459.6679951,701.9615318,882.62484838,171.76364582,279.00467857,0,0
Maine,Franklin County,30605,23007,Middle (81-120%),205.35990296,226.94160457,10.90209669,18.466816843,10.679604921,0,0
Maine,Franklin County,30605,23007,High (over 120%),56.957892913,322.8355571,260.09287818,0,5.784785999,0,0
Maine,Hancock County,54647,23009,Extremely low (0-30% AMI),986.97283419,1584.0546629,597.08182872,679.37038264,,0,
Maine,Hancock County,54647,23009,Very low (31-50%),1243.6347524,1957.7818453,814.0689084,267.43780023,87.676494948,187.59831042,0
Maine,Hancock County,54647,23009,Low (51-80%),-1142.733311,1137.835183,2094.4396223,1188.2859036,412.91220805,226.78333609,0
Maine,Hancock County,54647,23009,Middle (81-120%),564.26436972,1049.6688753,408.01407984,718.55540832,77.390425708,0,0
Maine,Hancock County,54647,23009,High (over 120%),1001.177406,1215.2256087,177.31224118,0,36.73596157,0,0
Maine,Kennebec County,121548,23011,Extremely low (0-30% AMI),3142,4100,958,2062,,0,
Maine,Kennebec County,121548,23011,Very low (31-50%),-19,4300,3431,1799,972,84,0
Maine,Kennebec County,121548,23011,Low (51-80%),-980,3510,3779,1695,711,0,0
Maine,Kennebec County,121548,23011,Middle (81-120%),856,2041,1185,62,,0,
Maine,Kennebec County,121548,23011,High (over 120%),1020,1132,112,0,,0,
Maine,Knox County,39613,23013,Extremely low (0-30% AMI),527.69836011,846.9362266,319.23786649,363.23455359,,0,
Maine,Knox County,39613,23013,Very low (31-50%),664.92612225,1046.7545138,435.2529402,142.98923306,46.877422561,100.30197118,0
Maine,Knox County,39613,23013,Low (51-80%),-610.9778035,608.35895312,1119.8204406,635.33311247,220.76909061,121.25277456,0
Maine,Knox County,39613,23013,Middle (81-120%),301.69156866,561.21964552,218.15024019,384.18535697,41.377836674,0,0
Maine,Knox County,39613,23013,High (over 120%),535.29302634,649.7367898,94.802385291,0,19.641378168,0,0
Maine,Lincoln County,34160,23015,Extremely low (0-30% AMI),417.79799666,570.76597286,122.64392805,287.51690093,30.324048145,0,0
Maine,Lincoln County,34160,23015,Very low (31-50%),23.585370779,481.81543163,272.01794299,233.38285942,186.21211787,0,0
Maine,Lincoln County,34160,23015,Low (51-80%),-269.322472,640.84821746,733.8419651,364.56244547,176.3287244,0,0
Maine,Lincoln County,34160,23015,Middle (81-120%),92.769125065,221.25324017,128.4841151,79.516392913,,0,
Maine,Lincoln County,34160,23015,High (over 120%),307.28368787,307.28368787,,,,,
Maine,Oxford County,57527,23017,Extremely low (0-30% AMI),645.91387974,1379.6621036,613.59747011,523.27724831,120.15075377,0,0
Maine,Oxford County,57527,23017,Very low (31-50%),38.531103795,1185.7636458,755.29249697,501.73297522,391.94004505,0,0
Maine,Oxford County,57527,23017,Low (51-80%),-855.9705424,1307.1573384,1643.579449,319.84959279,519.54843181,0,0
Maine,Oxford County,57527,23017,Middle (81-120%),382.41084734,422.59920291,20.301334257,34.387974355,19.887021313,0,0
Maine,Oxford County,57527,23017,High (over 120%),106.06411367,601.16808179,484.33183157,0,10.772136545,0,0
Maine,Penobscot County,153550,23019,Extremely low (0-30% AMI),5944.733945,7716.793578,2073.766055,1455.4541284,,301.70642202,
Maine,Penobscot County,153550,23019,Very low (31-50%),2416.4449541,4597.2981651,2697.6651376,1163.9908257,232.79816514,642.52293578,107.08715596
Maine,Penobscot County,153550,23019,Low (51-80%),-5092.692661,4438.0642202,8769.9724771,3255.4495413,760.78440367,0,0
Maine,Penobscot County,153550,23019,Middle (81-120%),1314.8440367,2414.5825688,1099.7385321,668.59633028,,0,
Maine,Penobscot County,153550,23019,High (over 120%),1989.9587156,2253.4862385,235.59174312,0,407.86238532,0,379.9266055
,,,23021,Extremely low (0-30% AMI),377.93456811,490.59269517,131.83901679,92.530032889,,19.180889735,
,,,23021,Very low (31-50%),153.62471871,292.27176735,171.50320235,74.0003462,14.80006924,40.848191103,6.8080318504
,,,23021,Low (51-80%),-323.7663147,282.14851999,557.54820841,206.96416825,48.366626277,0,0
,,,23021,Middle (81-120%),83.590791068,153.50631816,69.91552709,42.505798858,,0,
,,,23021,High (over 120%),126.51099186,143.26467024,14.977670071,0,25.929721309,0,24.153713
Maine,Sagadahoc County,35061,23023,Extremely low (0-30% AMI),793.07090867,1083.437193,232.80468609,545.76922747,57.56159821,0,0
Maine,Sagadahoc County,35061,23023,Very low (31-50%),44.770131941,914.58983822,516.34885505,443.01111511,353.47085123,0,0
Maine,Sagadahoc County,35061,23023,Low (51-80%),-511.2322685,1216.4684422,1392.9906767,692.01832514,334.71003403,0,0
Maine,Sagadahoc County,35061,23023,Middle (81-120%),176.0958523,419.98647583,243.89062353,150.93930197,,0,
Maine,Sagadahoc County,35061,23023,High (over 120%),583.29086186,583.29086186,,,,,
Maine,Somerset County,51796,23025,Extremely low (0-30% AMI),566.22145209,1209.440305,537.89221972,458.7156472,105.32663317,0,0
Maine,Somerset County,51796,23025,Very low (31-50%),33.77716167,1039.4649108,662.1050078,439.82949229,343.58274129,0,0
Maine,Somerset County,51796,23025,Low (51-80%),-750.3614625,1145.8811298,1440.7957027,280.38676139,455.44688962,0,0
Maine,Somerset County,51796,23025,Middle (81-120%),335.2292497,370.45919251,17.796569052,30.145208803,17.433373765,0,0
Maine,Somerset County,51796,23025,High (over 120%),92.977993415,526.99636112,424.57529024,0,9.4430774562,0,0
Maine,Waldo County,38863,23027,Extremely low (0-30% AMI),561.66029263,882.62283733,324.07523295,359.41090244,,3.1126882465,
Maine,Waldo County,38863,23027,Very low (31-50%),655.36945255,1039.8937084,440.50981143,147.58179482,46.847848114,101.72859152,1.1048121863
Maine,Waldo County,38863,23027,Low (51-80%),-631.82991,622.59312366,1152.2192516,635.96727439,217.1676714,114.96388935,0
Maine,Waldo County,38863,23027,Middle (81-120%),299.60923385,557.02259225,218.18162077,371.15710559,39.231737618,0,0
Maine,Waldo County,38863,23027,High (over 120%),528.05986021,639.28669268,92.31596034,0,22.830553632,0,3.9196814956
Maine,Washington County,32458,23029,Extremely low (0-30% AMI),393.44236253,1177.1737271,822.05682281,431.28268839,45.845010183,84.170468432,0
Maine,Washington County,32458,23029,Very low (31-50%),92.902851324,609.5688391,557.41710794,400.96191446,49.726069246,76.893482688,13.583706721
Maine,Washington County,32458,23029,Low (51-80%),-16.25193483,660.7503055,570.75824847,301.26720978,119.58513238,13.34114053,0
Maine,Washington County,32458,23029,Middle (81-120%),208.36435845,325.03869654,49.968635438,22.801221996,66.705702648,0,0
Maine,Washington County,32458,23029,High (over 120%),383.98228106,383.98228106,,,,,
Maine,York County,198904,23031,Extremely low (0-30% AMI),3808.0823054,5027.5949046,999.12244282,1329.0871153,451.74681772,231.35666141,0
Maine,York County,198904,23031,Very low (31-50%),1733.803508,4098.7675223,2194.3572182,1100.0157735,170.60679612,0,0
Maine,York County,198904,23031,Low (51-80%),-4701.979621,4775.5136823,8511.1890777,4662.5350816,1662.9486432,696.64441748,0
Maine,York County,198904,23031,Middle (81-120%),3174.1604844,4418.5098746,1244.3493902,355.22215618,,0,
Maine,York County,198904,23031,High (over 120%),2144.0769089,2248.0600683,172.56779654,0,,68.584637086,
Maryland,Allegany County,73962,24001,Extremely low (0-30% AMI),2498.2238344,4330.9214548,1561.1013736,2208.1621203,346.22751016,0,74.6312633
Maryland,Allegany County,73962,24001,Very low (31-50%),-1671.124782,1686.5126717,3020.6426775,1301.0460437,697.07138712,236.20410137,123.87250919
Maryland,Allegany County,73962,24001,Low (51-80%),884.0342426,1915.7922229,909.42426001,500.87579803,248.51441285,0,126.18069259
Maryland,Allegany County,73962,24001,Middle (81-120%),647.83014123,944.04701103,296.2168698,0,,0,
Maryland,Allegany County,73962,24001,High (over 120%),920.19578255,984.82491778,64.629135229,0,,0,
Maryland,Anne Arundel County,550181,24003,Extremely low (0-30% AMI),5974,7111,1137,4588,,0,
Maryland,Anne Arundel County,550181,24003,Very low (31-50%),4146,7075,2567,3005,362,0,0
Maryland,Anne Arundel County,550181,24003,Low (51-80%),-756,11154,10308,10232,1706,104,0
Maryland,Anne Arundel County,550181,24003,Middle (81-120%),474,13638,11890,5255,1274,0,0
Maryland,Anne Arundel County,550181,24003,High (over 120%),10004,11668,1664,0,414,0,414
Maryland,Baltimore County,817791,24005,Extremely low (0-30% AMI),20408,25440,5032,3850,,0,
Maryland,Baltimore County,817791,24005,Very low (31-50%),5672,19752,12650,7475,1697,120,147
Maryland,Baltimore County,817791,24005,Low (51-80%),-15605,24343,37483,21475,4080,1155,460
Maryland,Baltimore County,817791,24005,Middle (81-120%),12320,25002,12692,5324,2026,1752,284
Maryland,Baltimore County,817791,24005,High (over 120%),11662,12667,1223,0,,218,
Maryland,Calvert County,89825,24009,Extremely low (0-30% AMI),1024.2842,1486.9580289,501.33390632,347.94069618,,38.660077353,
Maryland,Calvert County,89825,24009,Very low (31-50%),272.69904025,1177.2617104,727.05887409,242.35295803,177.50379602,0,0
Maryland,Calvert County,89825,24009,Low (51-80%),-802.30053,1388.8528864,1953.7888555,1247.0992694,237.36456095,0,0
Maryland,Calvert County,89825,24009,Middle (81-120%),222.81506947,1389.6842859,1166.8692164,530.43288927,,0,
Maryland,Calvert County,89825,24009,High (over 120%),1166.8692164,1274.1197536,,,107.25053717,,0
Maryland,Caroline County,32757,24011,Extremely low (0-30% AMI),459.42498284,819.7349348,334.88565546,390.69993137,52.437611531,0,27.013315031
Maryland,Caroline County,32757,24011,Very low (31-50%),118.18325326,520.80082361,408.17913521,382.75483871,37.937817433,43.499382292,0
Maryland,Caroline County,32757,24011,Low (51-80%),-106.066987,528.74591627,588.92999314,404.4052162,91.964447495,0,46.081537406
Maryland,Caroline County,32757,24011,Middle (81-120%),374.80974605,633.42251201,186.70967742,163.86753603,71.903088538,0,0
Maryland,Caroline County,32757,24011,High (over 120%),357.72779684,357.72779684,,,,,
Maryland,Carroll County,167348,24013,Extremely low (0-30% AMI),1335,2455,1120,594,,0,
Maryland,Carroll County,167348,24013,Very low (31-50%),907,1850,866,998,132,0,55
Maryland,Carroll County,167348,24013,Low (51-80%),-1274,2246,3439,1001,601,235,285
Maryland,Carroll County,167348,24013,Middle (81-120%),909,1494,585,363,,0,
